,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_good,poi_bad,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
5210,1179,17,Lajos utca,36,1023,Budapest,Lajos utca,30,,POINT (47.52712 19.03829),"1023 Budapest, Lajos u.30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"['not_in_water', 'street_is_around', 'street_metaphone_is_around', 'standard_opening_hours']",[],,2020-12-13 09:39:24.807206+00:00,,,47.52712,19.03829,17,Budapest Bank ATM,atm,"{'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'operator:addr': '1138 Budapest, Váci út 193.', 'ref:vatin:hu': '10196445-4-44', 'brand': 'Budapest Bank', 'ref:HU:company': '01 10 041037', 'bic': 'BUDAHUHB', 'brand:wikipedia': 'en:Budapest Bank', 'air_conditioning': 'yes', 'brand:wikidata': 'Q27493463', 'ref:vatin': 'HU10196445'}",https://www.budapestbank.hu,hubpatm,(budapest bank|budapest bank atm|bp bank|bp bank atm),(otp atm|otp),False,False,50.0,30.0,10.0,8163458420,OSM_object_type.node,1,0,2020-11-25 06:43:16,"{'source:www.budapestbank.hu:date': '2020-11-25', 'contact:website': 'https://www.budapestbank.hu', 'branch': 'Lajos utca', 'opening_hours': '24/7', 'ref:vatin': 'HU10196445', 'ref:HU:company': '01 10 041037', 'air_conditioning': 'yes', 'addr:housenumber': '30', 'brand:wikidata': 'Q27493463', 'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'name': 'Budapest Bank ATM', 'operator:addr': '1138 Budapest, Váci út 193.', 'addr:postcode': '1023', 'brand': 'Budapest Bank', 'bic': 'BUDAHUHB', 'addr:street': 'Lajos utca', 'addr:city': 'Budapest', 'brand:wikipedia': 'en:Budapest Bank', 'ref:vatin:hu': '10196445-4-44'}",,0,
5211,1181,17,Mammut 1,37,1024,Budapest,Lövőház utca,2-6,,POINT (47.50864 19.02723),"1024 Budapest, Lövőház u. 2-6. sz. (Mammut I. magasföldszint)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"['not_in_water', 'street_is_around', 'street_metaphone_is_around', 'standard_opening_hours']",[],,2020-12-13 09:39:24.807206+00:00,,,47.5087452,19.0271548,17,Budapest Bank ATM,atm,"{'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'operator:addr': '1138 Budapest, Váci út 193.', 'ref:vatin:hu': '10196445-4-44', 'brand': 'Budapest Bank', 'ref:HU:company': '01 10 041037', 'bic': 'BUDAHUHB', 'brand:wikipedia': 'en:Budapest Bank', 'air_conditioning': 'yes', 'brand:wikidata': 'Q27493463', 'ref:vatin': 'HU10196445'}",https://www.budapestbank.hu,hubpatm,(budapest bank|budapest bank atm|bp bank|bp bank atm),(otp atm|otp),False,False,50.0,30.0,10.0,8163458419,OSM_object_type.node,2,0,2020-12-17 19:45:56,"{'source:www.budapestbank.hu:date': '2020-11-25', 'contact:website': 'https://www.budapestbank.hu', 'branch': 'Mammut 1', 'opening_hours': '24/7', 'ref:vatin': 'HU10196445', 'ref:HU:company': '01 10 041037', 'air_conditioning': 'yes', 'addr:housenumber': '2-6', 'brand:wikidata': 'Q27493463', 'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'name': 'Budapest Bank ATM', 'operator:addr': '1138 Budapest, Váci út 193.', 'addr:postcode': '1024', 'brand': 'Budapest Bank', 'bic': 'BUDAHUHB', 'addr:street': 'Lövőház utca', 'addr:city': 'Budapest', 'brand:wikipedia': 'en:Budapest Bank', 'ref:vatin:hu': '10196445-4-44'}",,0,
5212,1178,17,Budagyöngye II,39,1026,Budapest,Pázsit utca,2,,POINT (47.51624 19.00012),"1026 Budapest, Pázsit u. 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"['not_in_water', 'street_is_around', 'street_metaphone_is_around', 'standard_opening_hours']",[],,2020-12-13 09:39:24.807206+00:00,,,47.51624,19.00012,17,Budapest Bank ATM,atm,"{'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'operator:addr': '1138 Budapest, Váci út 193.', 'ref:vatin:hu': '10196445-4-44', 'brand': 'Budapest Bank', 'ref:HU:company': '01 10 041037', 'bic': 'BUDAHUHB', 'brand:wikipedia': 'en:Budapest Bank', 'air_conditioning': 'yes', 'brand:wikidata': 'Q27493463', 'ref:vatin': 'HU10196445'}",https://www.budapestbank.hu,hubpatm,(budapest bank|budapest bank atm|bp bank|bp bank atm),(otp atm|otp),False,False,50.0,30.0,10.0,8163458418,OSM_object_type.node,1,0,2020-11-25 06:43:16,"{'source:www.budapestbank.hu:date': '2020-11-25', 'contact:website': 'https://www.budapestbank.hu', 'branch': 'Budagyöngye II', 'opening_hours': '24/7', 'ref:vatin': 'HU10196445', 'ref:HU:company': '01 10 041037', 'air_conditioning': 'yes', 'addr:housenumber': '2', 'brand:wikidata': 'Q27493463', 'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'name': 'Budapest Bank ATM', 'operator:addr': '1138 Budapest, Váci út 193.', 'addr:postcode': '1026', 'brand': 'Budapest Bank', 'bic': 'BUDAHUHB', 'addr:street': 'Pázsit utca', 'addr:city': 'Budapest', 'brand:wikipedia': 'en:Budapest Bank', 'ref:vatin:hu': '10196445-4-44'}",,0,
5213,1183,17,Békásmegyer,51,1039,Budapest,Heltai Jenő tér,15,,POINT (47.59795 19.05638),"1039 Budapest, Heltai Jenő tér 15.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"['not_in_water', 'street_is_around', 'street_metaphone_is_around', 'standard_opening_hours']",[],,2020-12-13 09:39:24.807206+00:00,,,47.59795,19.05638,17,Budapest Bank ATM,atm,"{'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'operator:addr': '1138 Budapest, Váci út 193.', 'ref:vatin:hu': '10196445-4-44', 'brand': 'Budapest Bank', 'ref:HU:company': '01 10 041037', 'bic': 'BUDAHUHB', 'brand:wikipedia': 'en:Budapest Bank', 'air_conditioning': 'yes', 'brand:wikidata': 'Q27493463', 'ref:vatin': 'HU10196445'}",https://www.budapestbank.hu,hubpatm,(budapest bank|budapest bank atm|bp bank|bp bank atm),(otp atm|otp),False,False,50.0,30.0,10.0,8163458417,OSM_object_type.node,1,0,2020-11-25 06:43:16,"{'source:www.budapestbank.hu:date': '2020-11-25', 'contact:website': 'https://www.budapestbank.hu', 'branch': 'Békásmegyer', 'opening_hours': '24/7', 'ref:vatin': 'HU10196445', 'ref:HU:company': '01 10 041037', 'air_conditioning': 'yes', 'addr:housenumber': '15', 'brand:wikidata': 'Q27493463', 'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'name': 'Budapest Bank ATM', 'operator:addr': '1138 Budapest, Váci út 193.', 'addr:postcode': '1039', 'brand': 'Budapest Bank', 'bic': 'BUDAHUHB', 'addr:street': 'Heltai Jenő tér', 'addr:city': 'Budapest', 'brand:wikipedia': 'en:Budapest Bank', 'ref:vatin:hu': '10196445-4-44'}",,0,
5214,1185,17,Újpest,53,1042,Budapest,Árpád út,57-59,,POINT (47.56057 19.08798),"1042 Budapest, Árpád út 57-59.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"['not_in_water', 'street_is_around', 'street_metaphone_is_around', 'standard_opening_hours']",[],,2020-12-13 09:39:24.807206+00:00,,,47.5604884,19.0879658,17,Budapest Bank ATM,atm,"{'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'operator:addr': '1138 Budapest, Váci út 193.', 'ref:vatin:hu': '10196445-4-44', 'brand': 'Budapest Bank', 'ref:HU:company': '01 10 041037', 'bic': 'BUDAHUHB', 'brand:wikipedia': 'en:Budapest Bank', 'air_conditioning': 'yes', 'brand:wikidata': 'Q27493463', 'ref:vatin': 'HU10196445'}",https://www.budapestbank.hu,hubpatm,(budapest bank|budapest bank atm|bp bank|bp bank atm),(otp atm|otp),False,False,50.0,30.0,10.0,8163458416,OSM_object_type.node,2,0,2020-12-12 13:45:12,"{'source:www.budapestbank.hu:date': '2020-11-25', 'contact:website': 'https://www.budapestbank.hu', 'branch': 'Újpest', 'opening_hours': '24/7', 'ref:vatin': 'HU10196445', 'ref:HU:company': '01 10 041037', 'air_conditioning': 'yes', 'addr:housenumber': '57-59', 'brand:wikidata': 'Q27493463', 'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'name': 'Budapest Bank ATM', 'operator:addr': '1138 Budapest, Váci út 193.', 'addr:postcode': '1042', 'brand': 'Budapest Bank', 'bic': 'BUDAHUHB', 'addr:street': 'Árpád út', 'addr:city': 'Budapest', 'brand:wikipedia': 'en:Budapest Bank', 'ref:vatin:hu': '10196445-4-44'}",,0,
5215,1187,17,Lipótváros,64,1055,Budapest,Kossuth tér,10,,POINT (47.5058 19.04795),"1055 Budapest, Kossuth tér 10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"['not_in_water', 'standard_opening_hours']","['street_is_not_around', 'street_metaphone_is_not_around']",,2020-12-13 09:39:24.807206+00:00,,,47.5058,19.04795,17,Budapest Bank ATM,atm,"{'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'operator:addr': '1138 Budapest, Váci út 193.', 'ref:vatin:hu': '10196445-4-44', 'brand': 'Budapest Bank', 'ref:HU:company': '01 10 041037', 'bic': 'BUDAHUHB', 'brand:wikipedia': 'en:Budapest Bank', 'air_conditioning': 'yes', 'brand:wikidata': 'Q27493463', 'ref:vatin': 'HU10196445'}",https://www.budapestbank.hu,hubpatm,(budapest bank|budapest bank atm|bp bank|bp bank atm),(otp atm|otp),False,False,50.0,30.0,10.0,8163458415,OSM_object_type.node,2,0,2020-12-03 23:11:12,"{'source:www.budapestbank.hu:date': '2020-11-25', 'contact:website': 'https://www.budapestbank.hu', 'branch': 'Lipótváros', 'opening_hours': '24/7', 'ref:vatin': 'HU10196445', 'ref:HU:company': '01 10 041037', 'air_conditioning': 'yes', 'addr:housenumber': '10', 'brand:wikidata': 'Q27493463', 'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'name': 'Budapest Bank ATM', 'operator:addr': '1138 Budapest, Váci út 193.', 'addr:postcode': '1055', 'brand': 'Budapest Bank', 'bic': 'BUDAHUHB', 'addr:street': 'Kossuth Lajos tér', 'addr:city': 'Budapest', 'brand:wikipedia': 'en:Budapest Bank', 'ref:vatin:hu': '10196445-4-44'}",,0.0,
5216,1189,17,Belváros I,70,1065,Budapest,Bajcsy-Zsilinszky út,5,,POINT (47.49865 19.05513),"1065 Budapest, Bajcsy Zsilinszky út 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"['not_in_water', 'street_is_around', 'street_metaphone_is_around', 'standard_opening_hours']",[],,2020-12-13 09:39:24.807206+00:00,,,47.49865,19.05513,17,Budapest Bank ATM,atm,"{'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'operator:addr': '1138 Budapest, Váci út 193.', 'ref:vatin:hu': '10196445-4-44', 'brand': 'Budapest Bank', 'ref:HU:company': '01 10 041037', 'bic': 'BUDAHUHB', 'brand:wikipedia': 'en:Budapest Bank', 'air_conditioning': 'yes', 'brand:wikidata': 'Q27493463', 'ref:vatin': 'HU10196445'}",https://www.budapestbank.hu,hubpatm,(budapest bank|budapest bank atm|bp bank|bp bank atm),(otp atm|otp),False,False,50.0,30.0,10.0,8163458414,OSM_object_type.node,1,0,2020-11-25 06:43:16,"{'source:www.budapestbank.hu:date': '2020-11-25', 'contact:website': 'https://www.budapestbank.hu', 'branch': 'Belváros I', 'opening_hours': '24/7', 'ref:vatin': 'HU10196445', 'ref:HU:company': '01 10 041037', 'air_conditioning': 'yes', 'addr:housenumber': '5', 'brand:wikidata': 'Q27493463', 'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'name': 'Budapest Bank ATM', 'operator:addr': '1138 Budapest, Váci út 193.', 'addr:postcode': '1065', 'brand': 'Budapest Bank', 'bic': 'BUDAHUHB', 'addr:street': 'Bajcsy-Zsilinszky út', 'addr:city': 'Budapest', 'brand:wikipedia': 'en:Budapest Bank', 'ref:vatin:hu': '10196445-4-44'}",,0,
5217,1192,17,EMKE I,75,1072,Budapest,Rákóczi út,42,,POINT (47.4969 19.06951),"1072 Budapest, Rákóczi út 42.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"['not_in_water', 'street_is_around', 'street_metaphone_is_around', 'standard_opening_hours']",[],,2020-12-13 09:39:24.807206+00:00,,,47.4969,19.06951,17,Budapest Bank ATM,atm,"{'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'operator:addr': '1138 Budapest, Váci út 193.', 'ref:vatin:hu': '10196445-4-44', 'brand': 'Budapest Bank', 'ref:HU:company': '01 10 041037', 'bic': 'BUDAHUHB', 'brand:wikipedia': 'en:Budapest Bank', 'air_conditioning': 'yes', 'brand:wikidata': 'Q27493463', 'ref:vatin': 'HU10196445'}",https://www.budapestbank.hu,hubpatm,(budapest bank|budapest bank atm|bp bank|bp bank atm),(otp atm|otp),False,False,50.0,30.0,10.0,8163458412,OSM_object_type.node,1,0,2020-11-25 06:43:16,"{'source:www.budapestbank.hu:date': '2020-11-25', 'contact:website': 'https://www.budapestbank.hu', 'branch': 'EMKE II', 'opening_hours': '24/7', 'brand': 'Budapest Bank', 'ref:HU:company': '01 10 041037', 'brand:wikidata': 'Q27493463', 'addr:housenumber': '42', 'ref:vatin': 'HU10196445', 'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'name': 'Budapest Bank ATM', 'operator:addr': '1138 Budapest, Váci út 193.', 'addr:postcode': '1072', 'bic': 'BUDAHUHB', 'addr:street': 'Rákóczi út', 'addr:city': 'Budapest', 'brand:wikipedia': 'en:Budapest Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10196445-4-44'}",,0,
5218,1193,17,EMKE II,75,1072,Budapest,Rákóczi út,42,,POINT (47.4969 19.06951),"1072 Budapest, Rákóczi út 42.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"['not_in_water', 'street_is_around', 'street_metaphone_is_around', 'standard_opening_hours']",[],,2020-12-13 09:39:24.807206+00:00,,,47.4969,19.06951,17,Budapest Bank ATM,atm,"{'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'operator:addr': '1138 Budapest, Váci út 193.', 'ref:vatin:hu': '10196445-4-44', 'brand': 'Budapest Bank', 'ref:HU:company': '01 10 041037', 'bic': 'BUDAHUHB', 'brand:wikipedia': 'en:Budapest Bank', 'air_conditioning': 'yes', 'brand:wikidata': 'Q27493463', 'ref:vatin': 'HU10196445'}",https://www.budapestbank.hu,hubpatm,(budapest bank|budapest bank atm|bp bank|bp bank atm),(otp atm|otp),False,False,50.0,30.0,10.0,8163458412,OSM_object_type.node,1,0,2020-11-25 06:43:16,"{'source:www.budapestbank.hu:date': '2020-11-25', 'contact:website': 'https://www.budapestbank.hu', 'branch': 'EMKE II', 'opening_hours': '24/7', 'brand': 'Budapest Bank', 'ref:HU:company': '01 10 041037', 'brand:wikidata': 'Q27493463', 'addr:housenumber': '42', 'ref:vatin': 'HU10196445', 'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'name': 'Budapest Bank ATM', 'operator:addr': '1138 Budapest, Váci út 193.', 'addr:postcode': '1072', 'bic': 'BUDAHUHB', 'addr:street': 'Rákóczi út', 'addr:city': 'Budapest', 'brand:wikipedia': 'en:Budapest Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10196445-4-44'}",,0,
5219,1194,17,Alföldi u. 7.,82,1081,Budapest,Alföldi utca,7,,POINT (47.49471 19.08156),"1081 Budapest, Alföldi u. 7.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"['not_in_water', 'street_is_around', 'street_metaphone_is_around', 'standard_opening_hours']",[],,2020-12-13 09:39:24.807206+00:00,,,47.49471,19.08156,17,Budapest Bank ATM,atm,"{'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'operator:addr': '1138 Budapest, Váci út 193.', 'ref:vatin:hu': '10196445-4-44', 'brand': 'Budapest Bank', 'ref:HU:company': '01 10 041037', 'bic': 'BUDAHUHB', 'brand:wikipedia': 'en:Budapest Bank', 'air_conditioning': 'yes', 'brand:wikidata': 'Q27493463', 'ref:vatin': 'HU10196445'}",https://www.budapestbank.hu,hubpatm,(budapest bank|budapest bank atm|bp bank|bp bank atm),(otp atm|otp),False,False,50.0,30.0,10.0,8163458411,OSM_object_type.node,1,0,2020-11-25 06:43:16,"{'source:www.budapestbank.hu:date': '2020-11-25', 'contact:website': 'https://www.budapestbank.hu', 'branch': 'Alföldi u. 7.', 'opening_hours': '24/7', 'ref:vatin': 'HU10196445', 'ref:HU:company': '01 10 041037', 'air_conditioning': 'yes', 'addr:housenumber': '7', 'brand:wikidata': 'Q27493463', 'operator': 'Budapest Bank Zrt.', 'amenity': 'atm', 'name': 'Budapest Bank ATM', 'operator:addr': '1138 Budapest, Váci út 193.', 'addr:postcode': '1081', 'brand': 'Budapest Bank', 'bic': 'BUDAHUHB', 'addr:street': 'Alföldi utca', 'addr:city': 'Budapest', 'brand:wikipedia': 'en:Budapest Bank', 'ref:vatin:hu': '10196445-4-44'}",,0,
