,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_ref,poi_phone,poi_email,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_good,poi_bad,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,preserve_original_name,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance
3814,3537,29,Spar express OMV Budapest,33,1021,Budapest,Hűvösvölgyi út,118,,POINT (47.5345928 18.9737698),Hűvösvölgyi út 118.,/content/aspiag_spar_hu/hu_HU/uzletek/10/spar-exp-huevoesv-omv.html,6717930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-01-03 11:04:02.811714+00:00,,,47.5345427949094,18.9734585973589,29,Spar Expressz,shop,"{'shop': 'convenience', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'facebook': 'https://www.facebook.com/sparmagyarorszag', 'youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparexp,spar,False,60.0,15.0,5633565953,OSM_object_type.node,2,0,2018-05-23T13:04:05Z,"{'payment:cash': 'yes', 'opening_hours': '24/7', 'addr:street': 'Hűvösvölgyi út', 'addr:housenumber': '118', 'addr:postcode': '1021', 'addr:city': 'Budapest', 'name': 'Spar Express', 'payment:debit_cards': 'yes', 'shop': 'supermarket', 'payment:credit_cards': 'yes'}",,24.01542327
3815,3543,29,Spar express Budapest,38,1026,Budapest,Szilágyi Erzsébet fasor,55,,POINT (47.510163 19.011189),Szilágyi Erzsébet fasor 55. ,/content/aspiag_spar_hu/hu_HU/uzletek/10/spar-express-budapest-6719800-.html,6719800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-01-03 11:04:02.811714+00:00,,,47.510163,19.011189,29,Spar Expressz,shop,"{'shop': 'convenience', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'facebook': 'https://www.facebook.com/sparmagyarorszag', 'youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparexp,spar,False,60.0,15.0,249900580,OSM_object_type.way,8,0,2017-12-23T10:39:05Z,"{'shop': 'convenience', 'building': 'yes', 'name': 'SPAR express'}","[2564374490, 2564374493, 2564374494, 2564374495, 2564374490]",25.64806889
3816,3545,29,Spar express OMV Budapest,0,2040,Budapest,Tölgyfa utca,1,,POINT (47.435851 18.9748407),Tölgyfa utca 1 - 3.,/content/aspiag_spar_hu/hu_HU/uzletek/10/spar-exp-fekete-sas-omv.html,6719990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,{not_in_water},"{street_is_not_around,street_metaphone_is_not_around}",,2019-01-03 11:04:02.811714+00:00,,,47.435851,18.9748407,29,Spar Expressz,shop,"{'shop': 'convenience', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'facebook': 'https://www.facebook.com/sparmagyarorszag', 'youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparexp,spar,False,60.0,15.0,,,,,2019-01-03T12:08:29Z,,,
3817,3552,29,Spar express OMV Budapest,44,1033,Budapest,Ladik utca,1,,POINT (47.5510541 19.0445905),Ladik utca 1.,/content/aspiag_spar_hu/hu_HU/uzletek/10/spar-exp-ladik-u-omv.html,6717200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-01-03 11:04:02.811714+00:00,,,47.5510541,19.0445905,29,Spar Expressz,shop,"{'shop': 'convenience', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'facebook': 'https://www.facebook.com/sparmagyarorszag', 'youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparexp,spar,False,60.0,15.0,,,,,2019-01-03T12:08:29Z,,,
3818,3558,29,Spar express OMV Budapest,50,1039,Budapest,Szentendrei út,,,POINT (47.579076119 19.0497911831),Szentendrei- Czetz János u. sarok,/content/aspiag_spar_hu/hu_HU/uzletek/10/spar-exp-sztendrei-ut.html,6719790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-01-03 11:04:02.811714+00:00,,,47.579076119,19.0497911831,29,Spar Expressz,shop,"{'shop': 'convenience', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'facebook': 'https://www.facebook.com/sparmagyarorszag', 'youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparexp,spar,False,60.0,15.0,,,,,2019-01-03T12:08:29Z,,,
3819,3562,29,Spar express OMV Budapest,54,1044,Budapest,Váci út,77,,POINT (47.57714 19.081533),Váci út 77.,/content/aspiag_spar_hu/hu_HU/uzletek/10/spar-exp-megyeri-ut-omv.html,6719810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-01-03 11:04:02.811714+00:00,,,47.57714,19.081533,29,Spar Expressz,shop,"{'shop': 'convenience', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'facebook': 'https://www.facebook.com/sparmagyarorszag', 'youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparexp,spar,False,60.0,15.0,,,,,2019-01-03T12:08:29Z,,,
3820,3589,29,Spar express OMV Budapest,86,1086,Budapest,Teleki tér,,,POINT (47.4934304 19.0846625),Teleki tér,/content/aspiag_spar_hu/hu_HU/uzletek/10/spar-exp-teleki-ter-omv.html,6719040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,{not_in_water},"{street_is_not_around,street_metaphone_is_not_around}",,2019-01-03 11:04:02.811714+00:00,,,47.4934304,19.0846625,29,Spar Expressz,shop,"{'shop': 'convenience', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'facebook': 'https://www.facebook.com/sparmagyarorszag', 'youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparexp,spar,False,60.0,15.0,,,,,2019-01-03T12:08:29Z,,,
3821,3602,29,Spar express OMV Budapest,96,1097,Budapest,Soroksári út,,,POINT (47.442475 19.094101),Soroksári út - Határ út sarok,/content/aspiag_spar_hu/hu_HU/uzletek/10/spar-exp-bp-soroksari-hatar-sarok.html,6719780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-01-03 11:04:02.811714+00:00,,,47.442475,19.094101,29,Spar Expressz,shop,"{'shop': 'convenience', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'facebook': 'https://www.facebook.com/sparmagyarorszag', 'youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparexp,spar,False,60.0,15.0,,,,,2019-01-03T12:08:29Z,,,
3822,3603,29,Spar express OMV Budapest,97,1098,Budapest,Üllői út,137,,POINT (47.4714166 19.1074857),Üllői út 137.,/content/aspiag_spar_hu/hu_HU/uzletek/10/spar-exp-uell_i-ut.html,6717140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-01-03 11:04:02.811714+00:00,,,47.4714166,19.1074857,29,Spar Expressz,shop,"{'shop': 'convenience', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'facebook': 'https://www.facebook.com/sparmagyarorszag', 'youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparexp,spar,False,60.0,15.0,,,,,2019-01-03T12:08:29Z,,,
3823,3605,29,Spar express OMV Budapest,104,1107,Budapest,Üllői út,110-112,,POINT (47.4720439 19.109074),Üllői út 110-112.,/content/aspiag_spar_hu/hu_HU/uzletek/11/spar-exp-uell_i-ut-110.html,6719070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-01-03 11:04:02.811714+00:00,,,47.4720439,19.109074,29,Spar Expressz,shop,"{'shop': 'convenience', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'facebook': 'https://www.facebook.com/sparmagyarorszag', 'youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparexp,spar,False,60.0,15.0,,,,,2019-01-03T12:08:29Z,,,
