,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_ref,poi_phone,poi_email,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_good,poi_bad,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,preserve_original_name,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance
4856,2952,20,,26,1007,Budapest,,,23800/1,POINT (47.533548 19.052817),"1138 Budapest, Margitsziget 23800/1 hrsz",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"{not_in_water,standard_opening_hours}","{street_is_not_around,street_metaphone_is_not_around}",,2019-11-09 14:09:45.430179+00:00,,,47.533548,19.052817,20,K&H Bank ATM,atm,"{'amenity': 'atm', 'brand': 'K&H', 'operator': 'K&H Bank Zrt.'}",https://www.kh.hu,hukhatm,(kh bank atm|k&h bank atm|k&h atm|kh atm),False,2000.0,80.0,3.0,,,,,2019-11-10T14:20:01Z,,,
4857,2849,20,,37,1024,Budapest,Margit körút,43-45,,POINT (47.511246 19.032588),"1024 Budapest, Margit krt. 43-45.",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2019-11-09 14:09:45.430179+00:00,,,47.511246,19.032588,20,K&H Bank ATM,atm,"{'amenity': 'atm', 'brand': 'K&H', 'operator': 'K&H Bank Zrt.'}",https://www.kh.hu,hukhatm,(kh bank atm|k&h bank atm|k&h atm|kh atm),False,2000.0,80.0,3.0,,,,,2019-11-10T14:20:01Z,,,
4858,2847,20,,37,1024,Budapest,Lövőház utca,2-6,,POINT (47.508413 19.026097),"1024 Budapest, Lövőház utca 2-6., 2. em.",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2019-11-09 14:09:45.430179+00:00,,,47.508413,19.026097,20,K&H Bank ATM,atm,"{'amenity': 'atm', 'brand': 'K&H', 'operator': 'K&H Bank Zrt.'}",https://www.kh.hu,hukhatm,(kh bank atm|k&h bank atm|k&h atm|kh atm),False,2000.0,80.0,3.0,,,,,2019-11-10T14:20:01Z,,,
4859,2854,20,,39,1026,Budapest,Pázsit utca,2,,POINT (47.516303 18.999204),"1026 Budapest, Pázsit utca 2.",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2019-11-09 14:09:45.430179+00:00,,,47.516303,18.999204,20,K&H Bank ATM,atm,"{'amenity': 'atm', 'brand': 'K&H', 'operator': 'K&H Bank Zrt.'}",https://www.kh.hu,hukhatm,(kh bank atm|k&h bank atm|k&h atm|kh atm),False,2000.0,80.0,3.0,,,,,2019-11-10T14:20:01Z,,,
4860,2852,20,,40,1027,Budapest,Margit körút,5/A,,POINT (47.514538 19.037204),"1024 Budapest, Margit krt. 5/a.",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2019-11-09 14:09:45.430179+00:00,,,47.514538,19.037204,20,K&H Bank ATM,atm,"{'amenity': 'atm', 'brand': 'K&H', 'operator': 'K&H Bank Zrt.'}",https://www.kh.hu,hukhatm,(kh bank atm|k&h bank atm|k&h atm|kh atm),False,2000.0,80.0,3.0,,,,,2019-11-10T14:20:01Z,,,
4861,2859,20,,41,1028,Budapest,Hidegkúti út,167,,POINT (47.563575 18.962558),"1028 Budapest, Hidegkúti út 167.",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2019-11-09 14:09:45.430179+00:00,,,47.563575,18.962558,20,K&H Bank ATM,atm,"{'amenity': 'atm', 'brand': 'K&H', 'operator': 'K&H Bank Zrt.'}",https://www.kh.hu,hukhatm,(kh bank atm|k&h bank atm|k&h atm|kh atm),False,2000.0,80.0,3.0,,,,,2019-11-10T14:20:01Z,,,
4862,2857,20,,42,1029,Budapest,Hidegkúti út,1,,POINT (47.544762 18.963288),"1028 Budapest, Hidegkúti út 1.",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2019-11-09 14:09:45.430179+00:00,,,47.544762,18.963288,20,K&H Bank ATM,atm,"{'amenity': 'atm', 'brand': 'K&H', 'operator': 'K&H Bank Zrt.'}",https://www.kh.hu,hukhatm,(kh bank atm|k&h bank atm|k&h atm|kh atm),False,2000.0,80.0,3.0,,,,,2019-11-10T14:20:01Z,,,
4863,2861,20,,47,1035,Budapest,Flórián tér,1,,POINT (47.541392 19.041058),"1033 Budapest, Flórián tér 1.",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2019-11-09 14:09:45.430179+00:00,,,47.541392,19.041058,20,K&H Bank ATM,atm,"{'amenity': 'atm', 'brand': 'K&H', 'operator': 'K&H Bank Zrt.'}",https://www.kh.hu,hukhatm,(kh bank atm|k&h bank atm|k&h atm|kh atm),False,2000.0,80.0,3.0,,,,,2019-11-10T14:20:01Z,,,
4864,2863,20,,48,1036,Budapest,Bécsi út,57-61,,POINT (47.528736 19.038125),"1036 Budapest, Bécsi út 57-61.",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2019-11-09 14:09:45.430179+00:00,,,47.528736,19.038125,20,K&H Bank ATM,atm,"{'amenity': 'atm', 'brand': 'K&H', 'operator': 'K&H Bank Zrt.'}",https://www.kh.hu,hukhatm,(kh bank atm|k&h bank atm|k&h atm|kh atm),False,2000.0,80.0,3.0,,,,,2019-11-10T14:20:01Z,,,
4865,2865,20,,49,1037,Budapest,Bécsi út,258,,POINT (47.562634 19.021342),"1037 Budapest, Bécsi út 258. ",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,24/7,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2019-11-09 14:09:45.430179+00:00,,,47.562634,19.021342,20,K&H Bank ATM,atm,"{'amenity': 'atm', 'brand': 'K&H', 'operator': 'K&H Bank Zrt.'}",https://www.kh.hu,hukhatm,(kh bank atm|k&h bank atm|k&h atm|kh atm),False,2000.0,80.0,3.0,,,,,2019-11-10T14:20:01Z,,,
